Rank,Name,Global_Sales,,platform,Genre,Publisher,NA_Sales,¯Êº|
3917,Dai-4-Ji Super Robot Taisen S,0.51,,13,12,131,0,
3918,Disney's Kim Possible: Revenge of Monkey Fist,0.51,,9,2,29,0.37,
3919,WWE SmackDown vs. RAW 2007,0.51,,5,11,29,0.44,
3920,Ace Combat Zero: The Belkan War,0.51,,7,8,26,0.15,
3921,R.U.S.E.,0.51,,6,12,6,0.18,
3922,Disgaea 3: Absence of Justice,0.51,,6,4,17,0.32,
3923,Test Drive Unlimited,0.51,,16,3,12,0.08,
3924,LEGO Dimensions,0.51,,19,9,20,0.3,
3925,Picross 4,0.51,,4,5,1,0.17,
3926,Final Fantasy II Anniversary Edition,0.51,,16,4,17,0.36,
3927,NHL 07,0.51,,7,1,8,0.42,
3928,Harry Potter and the Half-Blood Prince,0.51,,16,9,8,0.18,
3929,Quantum Break,0.51,,17,9,2,0.27,
3930,NBA 2K11,0.51,,1,9,3,0.47,
3931,World Championship Poker,0.51,,14,6,169,0.37,
3932,The BIGS,0.51,,7,1,3,0.25,
3933,Final Fantasy,0.51,,30,4,11,0,
3934,Burnout Revenge,0.51,,5,3,8,0.42,
3935,Rory McIlroy PGA Tour,0.51,,11,9,8,0.18,
3936,Euro Truck Simulator,0.51,,15,8,383,0,
3937,Dragon Ball Z: Supersonic Warriors,0.51,,9,11,12,0.36,
3938,Dishonored,0.51,,15,9,7,0.26,
3939,Paws & Claws: Dogs & Cats Best Frien4,0.51,,4,8,29,0.46,
3940,NBA Ballers,0.51,,14,1,491,0.37,
3941,Silent Hill 4: The Room,0.51,,7,9,15,0.25,
3942,River Raid II,0.51,,21,7,5,0.47,
3943,10 Classics Collection,0.51,,7,6,10,0.22,
3944,Guitar Hero Live,0.51,,17,6,5,0.29,
3945,Wolfenstein: The New Order,0.51,,6,7,7,0.14,
3946,Monopoly Party,0.51,,7,6,552,0.25,
3947,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0.51,,4,10,266,0.12,
3948,NHL FaceOff 98,0.51,,13,1,4,0.28,
3949,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,,9,9,29,0.36,
3950,F1 2012,0.5,,5,3,158,0.1,
3951,NHL 09,0.5,,5,1,8,0.45,
3952,Sonic Riders,0.5,,7,3,9,0.42,
3953,Looney Tu2: Back in Action,0.5,,7,2,20,0.25,
3954,Wet,0.5,,5,7,7,0.23,
3955,Midnight Magic,0.5,,21,9,12,0.47,
3956,Alice: Mad2s Returns,0.5,,5,10,8,0.27,
3957,Pro Evolution Soccer 2012,0.5,,5,9,15,0.1,
3958,Tiger Woo4 PGA Tour 07,0.5,,6,1,8,0.31,
3959,Midnight Club II,0.5,,14,3,3,0.42,
3960,Atelier Rorona: Alchemist of Arland,0.5,,6,4,453,0.22,
3961,Monster Hunter Freedom 2,0.5,,6,4,10,0,
3962,Dragon Ball Z: Supersonic Warriors 2,0.5,,4,11,12,0.14,
3963,Avatar: The Last Airbender,0.5,,18,10,29,0.39,
3964,Blue's Clues: Blue's Big Musical,0.5,,13,6,29,0.28,
3965,The Mummy Returns,0.5,,7,9,21,0.25,
3966,Hitman: Blood Money,0.5,,7,9,22,0.25,
3967,Disney Sing It,0.5,,7,6,33,0.25,
3968,Chopper Command,0.5,,21,7,5,0.47,
3969,5 Anthology,0.5,,7,6,5,0.25,
3970,Crash: Mind Over Mutant,0.5,,7,2,24,0.25,
3971,WWE 2K16,0.5,,5,1,3,0.27,
3972,LEGO The Hobbit,0.5,,5,9,20,0.2,
3973,Babysitting Mama,0.5,,1,8,13,0.34,
3974,Boogie,0.5,,1,6,8,0.43,
3975,Theatrhythm: Final Fantasy,0.5,,10,6,17,0.22,
3976,Bleach: Soul Resurreccion,0.5,,6,11,453,0.27,
3977,Madden NFL 07,0.5,,1,1,8,0.46,
3978,Rugrats in Paris: The Movie,0.5,,12,9,29,0.4,
3979,Dance Dance Revolution Universe 2,0.5,,5,8,15,0.46,
3980,Star Wars: Jedi Starfighter,0.5,,7,8,5,0.24,
3981,Tactics Ogre: The Knight of Lodis,0.5,,9,4,1,0.13,
3982,Fortune Street,0.5,,1,6,1,0.27,
3983,Super Robot Taisen MX,0.5,,7,12,131,0,
3984,Alice in Wonderland,0.5,,4,10,33,0.27,
3985,NBA Street Homecourt,0.5,,5,1,8,0.45,
3986,Spider-Man 2,0.5,,4,9,5,0.41,
3987,Bases Loaded '96: Double Header,0.5,,13,1,567,0.28,
3988,Dead or Alive Ultimate,0.5,,14,11,326,0.3,
3989,RPG Maker,0.5,,13,4,116,0.11,
3990,FIFA 14,0.5,,22,1,8,0.11,
3991,Star Wars: Clone Wars,0.5,,7,7,18,0.24,
3992,The Saboteur,0.5,,6,9,8,0.2,
3993,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,,7,9,29,0.24,
3994,Metal Gear Rising: Revengeance,0.5,,5,9,15,0.29,
3995,Madden NFL 11,0.5,,7,1,8,0.41,
3996,Major League Baseball 2K12,0.5,,5,1,3,0.47,
3997,Alien: Isolation,0.5,,17,7,9,0.22,
3998,The Price is Right,0.5,,4,6,6,0.46,
3999,Monster Hunter,0.5,,7,4,10,0.11,
4000,Cars 2,0.5,,5,3,33,0.28,
4001,Dreamworks Madagascar Kartz,0.5,,1,3,5,0.29,
4002,Tony Hawk's Underground 2,0.5,,18,1,5,0.38,
4003,SplashDown: Rides Gone Wild,0.5,,7,3,29,0.24,
4004,Super Famista 5,0.5,,8,1,26,0,
4005,Dynasty Warriors: Gundam 2,0.5,,6,9,26,0.09,
4006,Shrek SuperSlam,0.5,,7,9,5,0.24,
4007,Rayman Advance,0.5,,9,2,6,0.36,
4008,Super Robot Taisen Z,0.5,,7,12,26,0,
4009,PoPoLoCrois Monogatari,0.5,,13,4,4,0,
4010,Tomb Raider: Anniversary,0.5,,7,9,22,0.41,
4011,Fantastic 4,0.5,,7,9,5,0.41,
4012,Epic Mickey 2: The Power of Two,0.5,,6,9,33,0.21,
4013,Men in Black II: Alien Escape,0.5,,7,7,552,0.24,
4014,The Evil Within,0.5,,5,9,7,0.25,
4015,RealSports Tennis,0.5,,21,1,12,0.46,
4016,Nicktoons: Attack of the Toybots,0.5,,7,2,29,0.24,
4017,Raiders of the Lost Ark,0.5,,21,9,12,0.46,
4018,Gauntlet,0.5,,21,9,104,0.46,
4019,Ridge Racer 3D,0.5,,10,3,26,0.19,
4020,Cars Mater-National Championship,0.49,,1,3,29,0.46,
4021,Ace Combat: Assault Horizon,0.49,,5,9,26,0.3,
4022,Resident Evil: The Mercenaries 3D,0.49,,10,9,10,0.16,
4023,Super Monkey Ball 3D,0.49,,10,9,9,0.26,
4024,Tony Hawk's Project 8,0.49,,5,1,5,0.44,
4025,Tony Hawk's Underground 2,0.49,,9,1,5,0.35,
4026,MotorStorm: Apocalypse,0.49,,6,3,4,0.21,
4027,Ice Hockey,0.49,,21,1,5,0.46,
4028,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.49,,6,9,17,0,
4029,Lego Batman 3: Beyond Gotham,0.49,,22,9,20,0.09,
4030,The Matrix: Path of Neo,0.49,,7,9,12,0.41,
4031,Kane & Lynch 2: Dog Days,0.49,,5,7,17,0.2,
4032,Lollipop Chainsaw,0.49,,5,9,20,0.31,
4033,WWE Wrestlemania X8,0.49,,18,11,29,0.38,
4034,Sonic Lost World,0.49,,10,2,9,0.24,
4035,Power Rangers: Dino Thunder,0.49,,9,9,29,0.35,
4036,GoldenEye: Rogue Agent,0.49,,14,7,8,0.34,
4037,Ultimate I Spy,0.49,,1,10,378,0.45,
4038,SpongeBob SquarePants: Creature from the Krusty Krab,0.49,,4,2,29,0.45,
4039,The Sims,0.49,,18,8,8,0.35,
4040,Grandia III,0.49,,7,4,17,0.12,
4041,FIFA Soccer 09,0.49,,4,1,8,0.12,
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,0.49,,7,7,26,0,
4043,Mario & Wario,0.49,,8,5,1,0,
4044,Scarface: The World is Yours,0.49,,14,9,24,0.37,
4045,"Transformers: Revenge of the Fallen (XBox 360, 6, & PC Versions)",0.49,,1,7,5,0.24,
4046,Pokemon Art Academy,0.49,,10,6,1,0.18,
4047,FIFA Soccer 64,0.49,,12,1,8,0.16,
4048,Dragon Ball Z: Burst Limit,0.49,,5,11,12,0.24,
4049,Bakugan Battle Brawlers: Defenders of the Core,0.49,,4,9,5,0.42,
4050,Medal of Honor,0.49,,15,7,8,0.2,
4051,Doom 3 BFG Edition,0.49,,5,7,7,0.28,
4052,J-League Pro Soccer Club wo Tsukurou! 2,0.49,,23,1,9,0,
4053,Terraria,0.49,,6,9,13,0.07,
4054,Backyard Baseball,0.49,,7,1,12,0.24,
4055,WipEout Pulse,0.49,,7,3,4,0,
4056,Barbie Horse Adventures: Wild Horse Rescue,0.49,,7,1,21,0.24,
4057,Epic Mickey: Power of Illusion,0.49,,10,9,33,0.36,
4058,LEGO Marvel Super Heroes,0.49,,4,9,20,0.28,
4059,Taiko no Tatsujin: Appare Sandaime,0.49,,7,6,26,0,
4060,Alone in the Dark,0.49,,5,10,12,0.14,
4061,One Piece: Grand Battle!,0.49,,13,11,12,0,
4062,"Transformers: Revenge of the Fallen (XBox 360, 6, & PC Versions)",0.49,,7,7,5,0.25,
4063,Football Manager Handheld 2009,0.49,,16,1,9,0,
4064,Sniper: Art of Victory,0.49,,15,7,155,0,
4065,Crazy Taxi,0.49,,18,3,31,0.36,
4066,Spy Hunter 2,0.49,,7,3,491,0.24,
4067,F1 2014,0.49,,6,3,158,0.07,
4068,Pac-Man World 2,0.49,,14,9,26,0.36,
4069,Bass Pro Shops: The Strike,0.49,,1,1,90,0.45,
4070,Die Hard Trilogy 2: Viva Las Vegas,0.49,,13,9,30,0.27,
4071,Jake Power: Fireman,0.49,,4,10,6,0.08,
4072,Asphalt 3D,0.49,,10,3,6,0.27,
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,0.49,,7,6,284,0,
4074,Steel Diver,0.49,,10,9,1,0.31,
4075,Tales of Legendia,0.49,,7,4,26,0.07,
4076,SimCity 2000,0.49,,8,8,29,0,
4077,Crash of the Titans,0.49,,4,9,24,0.42,
4078,Far Cry 2,0.49,,15,9,6,0.01,
4079,Battlefield: Hardline,0.49,,6,7,8,0.12,
4080,Harry Potter and the Order of the Phoenix,0.49,,1,9,8,0.38,
4081,Rayman Raving Rabbi4: TV Party,0.49,,4,6,6,0.44,
4082,F.E.A.R. 2: Project Origin,0.49,,6,7,20,0.19,
4083,Sonic & All-Stars Racing Transformed,0.48,,22,3,9,0.12,
4084,Scene It? Lights Camera Action,0.48,,5,6,2,0.43,
4085,Dead Space Extraction,0.48,,1,7,8,0.33,
4086,Scrabble 2007 Edition,0.48,,4,5,6,0,
4087,Shrek the Third,0.48,,7,9,5,0.4,
4088,Metal Gear Solid HD Edition,0.48,,22,9,15,0.16,
4089,Children of Mana,0.48,,4,4,1,0.16,
4090,Madagascar: Operation Penguin,0.48,,9,9,5,0.35,
4091,Active Life: Extreme Challenge,0.48,,1,1,26,0.15,
4092,The Sims 2: Pets,0.48,,1,8,8,0.42,
4093,Mario Golf: World Tour,0.48,,10,1,1,0.15,
4094,Need for Speed: Porsche Unleashed,0.48,,9,3,98,0.35,
4095,Yu-Gi-Oh! Forbidden Memories (JP sales),0.48,,13,4,15,0,
4096,NFL Street 2,0.48,,14,1,8,0.36,
4097,Silent Hill: Shattered Memories,0.48,,1,9,15,0.23,
4098,Millipede,0.48,,21,7,12,0.45,
4099,The Legend of the Mystical Ninja,0.48,,8,10,15,0,
4100,You're in the Movies,0.48,,5,6,2,0.27,
4101,Dark Sector,0.48,,5,7,178,0.22,
4102,James Bond 007: Blood Stone,0.48,,5,7,5,0.2,
4103,Jeopardy!,0.48,,7,6,12,0.24,
4104,Destroy All Humans! 2,0.48,,7,9,29,0.4,
4105,ECW Hardcore Revolution,0.48,,13,11,31,0.27,
4106,Pinball Hall of Fame: The Williams Collection,0.48,,1,6,339,0.42,
4107,Tiger Woo4 PGA Tour 07,0.48,,5,1,8,0.44,
4108,Wu-Tang: Shaolin Style,0.48,,13,11,5,0.27,
4109,World of Warcraft: Warlor4 of Draenor,0.48,,15,9,42,0.08,
4110,Rock Band Unplugged,0.48,,16,6,32,0.24,
4111,OkamiDen,0.48,,4,10,10,0.25,
4112,Crash: Mind Over Mutant,0.48,,5,2,24,0.22,
4113,2010 FIFA World Cup South Africa,0.48,,16,1,8,0.09,
4114,Secret Weapons Over Normandy,0.48,,7,8,18,0.24,
4115,Go Diego Go! Great Dinosaur Rescue,0.48,,4,9,3,0.44,
4116,All-Star Baseball 99,0.48,,12,1,31,0.44,
4117,Harvest Moon 64,0.48,,12,8,434,0.25,
4118,NCAA Football 09,0.48,,7,1,8,0.4,
4119,Bratz: The Movie,0.48,,7,8,29,0.24,
4120,FIFA Soccer 13,0.48,,19,9,8,0.18,
4121,Harvest Moon 4 (US sales),0.48,,4,8,386,0.41,
4122,Vigilante 8: 2nd Offense,0.48,,13,3,5,0.27,
4123,Two Worl4 II,0.48,,6,4,65,0.26,
4124,Football Manager 2015,0.48,,15,8,9,0,
4125,Theme Park Roller Coaster,0.48,,7,12,8,0.23,
4126,Need for Speed: Hot Pursuit,0.48,,1,3,8,0.18,
4127,Skylanders: SuperChargers,0.48,,19,9,5,0.25,
4128,Viva Pinata: Trouble in Paradise,0.48,,5,8,2,0.16,
4129,Nickelodeon Team Umizoomi,0.48,,4,9,3,0.45,
4130,FlingSmash,0.48,,1,9,1,0.38,
4131,NFL Xtreme 2,0.48,,13,1,48,0.27,
4132,Spider-Man 3,0.48,,1,2,5,0.42,
4133,Midnight Club: Street Racing,0.48,,9,3,395,0.34,
4134,Dynasty Warriors Gundam,0.48,,6,9,326,0.14,
4135,Tomb Raider: Underworld,0.48,,1,9,22,0.14,
4136,Final Fantasy Crystal Chronicles: Echoes of Time,0.48,,4,4,17,0.12,
4137,Fable,0.48,,5,4,2,0.25,
4138,Tiger Woo4 PGA Tour 06,0.48,,14,1,8,0.35,
4139,FIFA World Cup Germany 2006,0.48,,5,1,8,0.19,
4140,Up,0.48,,7,9,29,0.19,
4141,Grand Prix,0.48,,21,3,5,0.45,
4142,Ford Racing Off Road,0.48,,1,3,89,0.06,
4143,SimCity Creator,0.48,,1,8,8,0.37,
4144,World of Outlaws: Sprint Cars 2002,0.48,,7,3,292,0.23,
4145,Cars: Race-O-Rama,0.48,,4,3,29,0.35,
4146,Emergency Heroes,0.48,,1,3,6,0.15,
4147,Sonic the Hedgehog,0.48,,6,2,472,0,
4148,Fantavision,0.47,,7,5,4,0.14,
4149,Double Dragon,0.47,,21,9,5,0.45,
4150,Alien Trilogy,0.47,,13,7,31,0.24,
4151,NBA Live 99,0.47,,12,1,8,0.45,
4152,Bravely Second: End Layer,0.47,,10,4,1,0.16,
4153,Karate,0.47,,21,11,63,0.44,
4154,Dark Sector,0.47,,6,7,178,0.23,
4155,Unreal Tournament III,0.47,,5,7,491,0.25,
4156,X-Men: Next Dimension,0.47,,7,11,5,0.23,
4157,Street Fighter X Tekken,0.47,,5,11,10,0.31,
4158,The Godfather (JP sales),0.47,,7,9,8,0.39,
4159,MySims Racing,0.47,,1,3,8,0.19,
4160,Hamsterz Life,0.47,,4,9,6,0.43,
4161,Dragon Age Origins: Awakening,0.47,,5,4,8,0.33,
4162,Super Puyo Puyo 2,0.47,,8,5,164,0,
4163,Gauntlet Legen4,0.47,,13,9,491,0.26,
4164,Castlevania: Dawn of Sorrow,0.47,,4,2,15,0.37,
4165,Naruto Shippuden: Ultimate Ninja Storm Revolution,0.47,,6,11,26,0.15,
4166,Deadpool,0.47,,6,9,5,0.23,
4167,WipEout,0.47,,13,9,403,0.26,
4168,ICO,0.47,,7,9,4,0.23,
4169,Silent Hill: Downpour,0.47,,6,9,15,0.21,
4170,2014 FIFA World Cup Brazil,0.47,,5,1,8,0.14,
4171,WWE SmackDown vs. Raw 2011,0.47,,1,11,29,0.3,
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0.47,,1,4,17,0,
4173,Victorious Boxers: Ippo's Road to Glory,0.47,,7,11,205,0.05,
4174,Petz Sports,0.47,,1,8,6,0.42,
4175,Lego Batman 3: Beyond Gotham,0.47,,19,9,20,0.23,
4176,Densetsu no Stafi,0.47,,9,2,1,0,
4177,Valkyrie Profile 2: Silmeria,0.47,,7,4,17,0.04,
4178,Hot Wheels Velocity X,0.47,,7,3,29,0.23,
4179,Shadowrun,0.47,,5,4,2,0.41,
4180,FIFA Soccer 13,0.47,,22,9,8,0,
4181,Virtua Tennis 4: World Tour,0.47,,22,1,9,0.05,
4182,"Warhammer 40,000: Dawn of War II",0.47,,15,12,29,0,
4183,Crazy Taxi: Fare Wars,0.47,,16,3,9,0.1,
4184,Clash of Elementalists,0.47,,4,9,530,0,
4185,Spider-Man 3,0.47,,4,2,5,0.41,
4186,Disney Infinity 3.0,0.47,,6,9,33,0.14,
4187,L.A. Rush,0.47,,7,3,491,0.23,
4188,Bomberman Hero,0.47,,12,2,1,0.27,
4189,Automobili Lamborghini,0.47,,12,3,316,0.28,
4190,Quest 64,0.47,,12,4,15,0.38,
4191,Momotarou Dentetsu V,0.47,,13,6,283,0,
4192,Doom 64,0.47,,12,7,491,0.38,
4193,Boom Blox Bash Party,0.47,,1,5,8,0.34,
4194,The Sims 3: Ambitions,0.47,,15,8,8,0,
4195,Dead or Alive 4,0.47,,5,11,326,0.3,
4196,Commando,0.47,,21,9,5,0.44,
4197,Rise of Nightmares,0.47,,5,9,9,0.28,
4198,The Princess and the Frog,0.47,,1,2,33,0.29,
4199,NBA Ballers: Phenom,0.47,,7,1,491,0.23,
4200,Need for Speed Carbon,0.47,,14,3,8,0.35,
4201,Tiger Woo4 PGA Tour 07,0.47,,1,1,8,0.43,
4202,NHL 16,0.47,,17,1,8,0.37,
4203,FIFA 12,0.47,,15,1,8,0.04,
4204,MTV Music Generator,0.47,,13,6,158,0.26,
4205,Spider-Man: Friend or Foe,0.47,,4,9,5,0.43,
4206,Major League Baseball 2K13,0.47,,5,1,3,0.44,
4207,Super Momotarou Dentetsu DX,0.47,,8,6,284,0,
4208,World Soccer Winning Eleven 8: Liveware Evolution,0.47,,7,1,15,0,
4209,The Sims 3: Outdoor Living Stuff,0.47,,15,8,8,0,
4210,Cars: Race-O-Rama,0.47,,7,3,29,0.27,
4211,Downhill Domination,0.47,,7,3,158,0.23,
4212,NHL 15,0.47,,5,1,8,0.35,
4213,Pirates of the Caribbean: Dead Man's Chest,0.47,,9,10,33,0.33,
4214,World Series of Poker,0.47,,7,6,5,0.39,
4215,Inazuma Eleven Go 2: Chrono Stone,0.47,,10,4,530,0,
4216,NHL 97,0.47,,13,1,8,0.26,
4217,We Sing Encore,0.47,,1,6,448,0,
4218,Kong: The 8th Wonder of the World,0.47,,9,9,6,0.33,
4219,MX vs. ATV: Alive,0.47,,6,3,29,0.24,
4220,Mega Man Star Force 3: Black Ace / Red Joker,0.47,,4,9,10,0.22,
4221,Crayola: Treasure Adventures,0.47,,4,5,292,0.43,
4222,Godzilla: Save the Earth,0.47,,7,11,12,0.23,
4223,Dance Dance Revolution: Mario Mix,0.47,,18,6,1,0.36,
4224,Metal Gear Solid: The Twin Snakes,0.47,,18,9,15,0.3,
4225,Imagine: Figure Skater (US sales),0.47,,4,1,6,0.46,
4226,Mat Hoffman's Pro BMX 2,0.46,,7,1,5,0.23,
4227,Metal Gear Solid: The Essential Collection,0.46,,7,10,15,0.23,
4228,The Legend of Spyro: Dawn of the Dragon,0.46,,4,2,24,0.26,
4229,Iridion 3D,0.46,,9,7,29,0.33,
4230,MX vs. ATV Untamed,0.46,,6,3,29,0.35,
4231,Classic 2 Series: Pac-Man,0.46,,9,5,1,0.25,
4232,Destroy All Humans!,0.46,,14,7,29,0.34,
4233,Dragon Ball Z: Collectible Card Game,0.46,,9,6,552,0.33,
4234,Circus Atari,0.46,,21,9,12,0.43,
4235,Country Dance 2,0.46,,1,6,246,0.44,
4236,Razor Freestyle Scooter,0.46,,13,1,6,0.26,
4237,Crash of the Titans,0.46,,1,9,24,0.4,
4238,F.E.A.R. 3,0.46,,6,7,20,0.21,
4239,Disney's Kim Possible 3: Team Possible,0.46,,9,2,33,0.33,
4240,Rygar: The Legendary Adventure,0.46,,7,9,79,0.2,
4241,Syphon Filter: Logan's Shadow,0.46,,16,7,4,0.25,
4242,Super Batter Up,0.46,,8,1,26,0,
4243,Kessen II,0.46,,7,12,29,0.13,
4244,Crayon Shin-Chan: Arashi o Yobu Enji,0.46,,8,2,26,0,
4245,Stuart Little 2,0.46,,9,2,5,0.33,
4246,Wolfenstein: The New Order,0.46,,15,7,7,0.12,
4247,"Warhammer 40,000: Space Marine",0.46,,6,7,29,0.13,
4248,Tak 2: The Staff of Dreams,0.46,,9,2,29,0.33,
4249,Art Academy: Lessons for Everyone,0.46,,10,9,1,0.2,
4250,Sid Meier's Civilization Revolution,0.46,,4,12,3,0.38,
4251,ATV Offroad Fury Pro,0.46,,16,3,4,0.37,
4252,Dora The Explorer: Dora Saves the Snow Princess,0.46,,4,2,3,0.27,
4253,SingStar Amped,0.46,,7,6,4,0.23,
4254,Brothers In Arms: Earned in Blood,0.46,,7,7,6,0.38,
4255,Walk it Out!,0.46,,1,1,15,0.36,
4256,Transformers: Dark of the Moon - Autobots/Decepticons,0.46,,4,9,5,0.34,
4257,Dragon Ball Z: Sagas,0.46,,7,11,12,0.38,
4258,Scooby-Doo,0.46,,9,2,29,0.33,
4259,The Legend of Spyro: Dawn of the Dragon,0.46,,6,2,24,0.19,
4260,Hydro Thunder,0.46,,13,3,491,0.26,
4261,Brothers In Arms: D-Day,0.46,,16,7,6,0.23,
4262,American Girl: Kit Mystery Challenge!,0.46,,4,10,29,0.42,
4263,Mario & Sonic at the Rio 2016 Olympic Games,0.46,,10,9,1,0.04,
4264,NHL FaceOff '97,0.46,,13,1,4,0.26,
4265,Deadpool,0.46,,5,9,5,0.26,
4266,Brothers In Arms: Road to Hill 30,0.46,,7,7,6,0.38,
4267,Virtua Tennis 4,0.46,,6,1,9,0.09,
4268,EA Sports UFC,0.46,,17,1,8,0.3,
4269,Gremlins,0.46,,21,9,12,0.43,
4270,The Mark of Kri,0.46,,7,9,4,0.22,
4271,Jampack Winter 2003 (RP-M),0.46,,7,6,4,0.22,
4272,Rugrats: Castle Capers,0.46,,9,9,29,0.33,
4273,Crash Nitro Kart,0.46,,9,3,24,0.33,
4274,Star Wars The Clone Wars: Republic Heroes,0.46,,6,9,18,0.19,
4275,Farming Simulator 2015,0.46,,6,8,537,0.11,
4276,Bleach: The Blade of Fate,0.46,,4,11,9,0.3,
4277,Madden NFL 12,0.46,,1,1,8,0.43,
4278,LEGO Rock Band,0.46,,4,6,20,0.33,
4279,Mad Max (2015),0.46,,17,9,20,0.26,
4280,"Barbie: Jet, Set & Style!",0.46,,4,6,29,0.37,
4281,Jak and Daxter: The Lost Frontier,0.46,,7,2,4,0.22,
4282,Momotarou Dentetsu 11,0.46,,7,6,284,0,
4283,Command & Conquer: Red Alert 3,0.46,,5,12,8,0.18,
4284,Tomb Raider: Legend,0.46,,16,9,22,0.09,
4285,Skylanders: SuperChargers,0.46,,5,9,5,0.24,
4286,The Golden Compass,0.46,,5,9,9,0.3,
4287,Star Wars: Demolition,0.46,,13,3,5,0.25,
4288,Scooby-Doo! and the Spooky Swamp,0.46,,1,9,20,0.29,
4289,Sword Art Online: Lost Song,0.46,,22,4,26,0.08,
4290,Bloody Roar II,0.46,,13,11,19,0.25,
4291,Delta Force: Black Hawk Down,0.46,,7,7,447,0.22,
4292,Burnout Dominator,0.46,,16,3,8,0.02,
4293,NBA Live 07,0.46,,5,1,8,0.42,
4294,Vin Diesel: Wheelman,0.46,,5,3,6,0.24,
4295,Space Invaders,0.46,,8,7,336,0,
4296,.hack//Outbreak Part 3,0.46,,7,4,12,0.14,
4297,Rayman Legen4,0.46,,5,2,6,0.19,
4298,Mother 1+2,0.46,,9,4,1,0,
4299,Hyperdimension Neptunia,0.46,,6,4,326,0.22,
4300,iCarly,0.46,,1,10,5,0.42,
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,0.46,,10,5,1,0.05,
4302,Harry Potter and the Deathly Hallows - Part 1,0.46,,5,9,8,0.21,
4303,Top Spin,0.46,,14,1,2,0.36,
4304,Disney Guilty Party,0.46,,1,6,33,0.43,
4305,Warhawk,0.46,,13,8,4,0.25,
4306,Pirates of the Caribbean: At World's End,0.46,,1,9,33,0.39,
4307,Red Faction: Armageddon,0.46,,6,7,29,0.2,
4308,DanceStar Party,0.46,,6,6,4,0,
4309,Persona 4: Dancing All Night,0.46,,22,6,453,0.13,
4310,Tales of Vesperia,0.45,,6,4,26,0,
4311,Thief (2014),0.45,,17,9,17,0.26,
4312,Dynasty Warriors: Strikeforce,0.45,,16,9,45,0.03,
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,0.45,,9,2,29,0.33,
4314,Tales of Hearts,0.45,,22,4,26,0.15,
4315,Missile Command,0.45,,13,7,12,0.25,
4316,Lego Batman 3: Beyond Gotham,0.45,,10,9,20,0.21,
4317,Barbie as The Island Princess,0.45,,1,10,5,0.42,
4318,Jikkyou Powerful Pro Yakyuu 3,0.45,,8,1,15,0,
4319,The Walking Dead: Season One,0.45,,11,10,324,0.12,
4320,Jikkyou Powerful Pro Yakyuu 12,0.45,,7,1,15,0,
4321,Enter the Matrix,0.45,,18,9,12,0.34,
4322,Crash: Mind Over Mutant,0.45,,1,2,24,0.36,
4323,NASCAR 2005: Chase for the Cup,0.45,,14,3,8,0.34,
4324,J-League Excite Stage '95,0.45,,8,1,211,0,
4325,The New York Times Crosswor4,0.45,,4,5,34,0.42,
4326,Phantasy Star Online Episode I & II,0.45,,18,4,552,0.23,
4327,Moshi Monsters: Moshlings Theme Park,0.45,,4,6,5,0.03,
4328,The Powerpuff Girls: Relish Rampage,0.45,,7,9,130,0.22,
4329,Resistance: Burning Skies,0.45,,22,7,4,0.21,
4330,NBA 2K13,0.45,,1,1,3,0.39,
4331,Dead or Alive: Dimensions,0.45,,10,11,45,0.13,
4332,The Chronicles of Riddick: Escape from Butcher Bay,0.45,,14,7,24,0.32,
4333,Brain Challenge,0.45,,4,6,6,0.41,
4334,NFL Head Coach,0.45,,7,1,8,0.38,
4335,Watch Dogs,0.45,,15,9,6,0.14,
4336,Karaoke Revolution Presents American Idol Encore,0.45,,1,6,15,0.42,
4337,Major League Baseball 2K11,0.45,,5,1,3,0.4,
4338,Enemy Territory: Quake Wars,0.45,,5,7,5,0.3,
4339,Ghostbusters,0.45,,21,5,5,0.42,
4340,NCAA Gamebreaker 99,0.45,,13,1,48,0.25,
4341,Area 51,0.45,,7,7,491,0.22,
4342,World Stadium 2,0.45,,13,1,26,0,
4343,9 Rally Revo,0.45,,5,3,9,0.12,
4344,NHL 2005,0.45,,7,1,8,0.22,
4345,TNA iMPACT!,0.45,,5,11,491,0.26,
4346,Star Wars Jedi Knight: Jedi Academy,0.45,,14,7,5,0.34,
4347,Thrillville: Off the Rails,0.45,,1,12,18,0.39,
4348,Phoenix,0.45,,21,8,12,0.42,
4349,Spider-Man: Shattered Dimensions,0.45,,6,9,5,0.26,
4350,F.E.A.R. 3,0.45,,5,7,20,0.3,
4351,My Fashion Studio,0.45,,4,6,6,0.41,
4352,Plants vs. Zombies: Garden Warfare 2,0.45,,11,7,8,0.17,
4353,Rock Band Country Track Pack,0.45,,1,6,32,0.42,
4354,Pro Evolution Soccer 2016,0.45,,6,1,15,0.08,
4355,Apocalypse,0.45,,13,9,5,0.25,
